ID,start_time,end_time,longitude,latitude,update_times,k,utilization_ratio,refill_times,average_cost
iiLuww3INy_mhJajpuoCqml7JGI.feyc,1477940399.0,1478113199.0,104.0588362,30.6489116,655,3,0.599388379204893,20,0.009438012662620945
qmzgww9HDGaokI7kxirDkzk8JHzcrhHc,1477940413.0,1478113213.0,104.1253738,30.6448998,2,3,1.0,1,0.003100023604929447
nnBmzo5LAw4tjI1mqpiMrqv5BKI2ehG2,1477940452.0,1478113252.0,104.1222428,30.6724410,602,3,0.15282392026578073,22,0.006870434703026895
piHjwq4DMv3qhv.jtofBlsv8BJH_rgx_,1477940459.0,1478113259.0,104.0910298,30.6836121,86,3,0.7906976744186046,29,0.011259313607804996
omCtux6JLB0hsx-qBifNfni4CND0jfH9,1477940466.0,1478113266.0,104.0839515,30.6784468,112,3,0.10714285714285714,2,0.012801785487681627
wmEjvq-OICcejz7qrpeBqoo5NIC6okA1,1477940467.0,1478113267.0,104.0568592,30.6687925,829,3,0.6135265700483091,17,0.009115442714515727
wmNlot3zLBaopA7jBjgBnAt9MLI_rhEa,1477940496.0,1478113296.0,104.0748281,30.6667995,208,3,0.7788461538461539,37,0.010734621005562637
tmBuzw0LFz-ndF.hpkhEnzm7CBBbqpEc,1477940536.0,1478113336.0,104.1733767,30.6915313,2644,3,0.37972768532526474,10,0.01144281166863491
pgFuqq8JNH7squ1evknKuqsaEBw3hlCb,1477940541.0,1478113341.0,104.1060467,30.6440404,44,3,0.7272727272727273,20,0.010527257638221437
xqCnnx-MzC0npF5hzllFtpo_BFy4miF_,1477940547.0,1478113347.0,104.0176074,30.6696638,742,3,0.29380053908355797,17,0.008297982158746841
wpJqnn5DEG8mlH9gormAjrr@FzC5jpG6,1477940548.0,1478113348.0,104.0774571,30.6903732,2510,3,0.002390438247011952,11,0.02103801167373401
ktIlvkazGJ7tgG1oxmkBnrk_ABH1ofC5,1477940551.0,1478113351.0,104.0606972,30.6473225,716,3,0.34916201117318435,7,0.009080303726228756
rjDrAs6BMF5shycnvsrImpobELI6reIb,1477940557.0,1478113357.0,104.1187962,30.6616732,4533,3,0.23345101500441306,1,0.01340465386559007
ohKjrm2FME_esI8cpxfNlmj0MMv3hnH.,1477940564.0,1478113364.0,104.0706051,30.6706637,926,3,0.04535637149028078,13,0.015020302595413787
ngKuwv1JBC_kovbqutmAguv2GEI3riyb,1477940575.0,1478113375.0,104.0515734,30.6911740,138,3,0.2028985507246377,27,0.007499996370271497
ngItxtbzDu5rhG1gAkoHqtp1JIwbqoC.,1477940575.0,1478113375.0,104.0806192,30.6846733,5559,3,0.14290856731461482,9,0.025749340905390918
miDmou.MAxbsfy4mBogGopv8CIycgrDa,1477940582.0,1478113382.0,104.1023805,30.7061876,64,3,0.6875,20,0.00932501643546857
kiDpts4AJu_pqG0hBkfDpni9MIv5tsJc,1477940586.0,1478113386.0,103.9744311,30.6684870,5222,3,0.2149425287356322,6,0.013207585200573215
olNiAp7OEI6egv7gpljAhnm4IGzairwc,1477940609.0,1478113409.0,104.0381527,30.7055880,290,3,0.16551724137931034,31,0.006631729674750361
tkAkAs5CEC6mhG9gonpIosr8FGD6hsC0,1477940623.0,1478113423.0,104.0608135,30.6588923,1037,3,0.05019305019305019,14,0.016053046909023504
krzpxw-CMv5hhI7hqkmCuqv3Bzz7kfu5,1477940625.0,1478113425.0,104.1060912,30.7207536,1880,3,0.3723404255319149,3,0.011197873391211033
jtzftw-MKybjgBaiAklBmsv3ODz5rlJc,1477940637.0,1478113437.0,104.1074498,30.6743012,4802,3,0.14791666666666667,9,0.02450199407144841
ofLttl1LAJ_hqF5mBxsAplj9EGB9jnB4,1477940641.0,1478113441.0,104.0699030,30.6728847,574,3,0.24738675958188153,22,0.0075616728585823495
jfKjxw7Dzy4fsv8prvnEtxp7OIu3qlE5,1477940643.0,1478113443.0,104.0432570,30.7068375,0,3,0,0,0
qiDtwr0LMF5ldy8fzuoNmyj9AIG.jjz2,1477940646.0,1478113446.0,104.0759776,30.6547911,2,3,1.0,1,0.004449975676834583
kgDmur5AHu.nrC4csrhIrwr.LBD3fku4,1477940657.0,1478113457.0,104.0615786,30.7025958,250,3,0.608,32,0.008678804151713848
imMioj.HFy7gjI1dpjeLotuaMLAaqkF2,1477940659.0,1478113459.0,104.0909038,30.6613379,22,3,0.9090909090909091,10,0.011604533276774668
tlykpl3AKD2kfI-czrhIfwq6MBx4qjF_,1477940669.0,1478113469.0,104.0774571,30.6903732,3901,3,0.12307692307692308,10,0.0235358617437769
oiNrtl_KCx-qlBaqpkfAqxqaMBCcohJ4,1477940746.0,1478113546.0,104.0543904,30.6651337,360,3,0.24444444444444444,34,0.008515280205756426
qqKklr3IAG.oqC.itmpCkxo.CLD3pqC3,1477940754.0,1478113554.0,104.0959861,30.7588419,12299,3,0.08199121522693997,1,0.03419009543375587
ukyftj0EzBaffy-hwveyqsp7KEE8nqA5,1477940760.0,1478113560.0,104.0537081,30.5880354,4510,3,0.23247559893522626,10,0.013025476599314524
wkBkAr5FCF_qjI8kxmrEknobDAGaqjF6,1477940766.0,1478113566.0,104.1082021,30.6720945,0,3,0,0,0
lgHouqaBIy4ipu5cxqpHjuq8MIG2mrH0,1477940813.0,1478113613.0,103.9019660,30.8097323,14984,3,0.02310054746962211,2,0.036283274921073964
pfHttx0DHvbfnH3jzktGtrsaLLF-sqJ6,1477940824.0,1478113624.0,104.0123880,30.7070411,960,3,0.25625,12,0.007666248954289283
wsIqum9INx0frG6jorgLjop7EDw4mhH6,1477940832.0,1478113632.0,104.0733693,30.6560249,1124,3,0.4928825622775801,2,0.010658363360924865
toLquo7CCD1jrA0ruxhLjwn@LCzcsku1,1477940839.0,1478113639.0,104.0781213,30.7148551,5270,3,0.19817767653758542,7,0.013384876898233646
igJqri5JJz.nlx7rzooJfowbAKC7rhD3,1477940840.0,1478113640.0,104.0925075,30.6435724,38,3,1.0,19,0.003831571360167704
ktFqvl5GFCbhoD0ozvszkAkaHzC2qrGa,1477940871.0,1478113671.0,104.0822719,30.7924678,698,3,0.3237822349570201,8,0.008635096489465168
okzsnvbBOE2ijF1lrlsHovj0OHJ_ffu4,1477940881.0,1478113681.0,104.1407670,30.6551303,356,3,0.8033707865168539,36,0.009830905061759307
ikErsq8AJE-mfD9hzinAomm.DKD3pmv5,1477940894.0,1478113694.0,104.0532503,30.6529955,82,3,0.6829268292682927,30,0.010890250162380499
qgCiqubILE2mqHapnsgJfsv7CDu9try2,1477940902.0,1478113702.0,104.0754098,30.6826665,22,3,0.8181818181818182,6,0.008995454250411553
ikIfui1HBz2ifJ-oCliAqAk6zDG3foC1,1477940926.0,1478113726.0,104.0581780,30.6636395,0,3,0,0,0
